time,iteration,name,isFunction,neverOptimize,alwaysOptimize,maybeDeopted,optimized,turboFanned,interpreted,markedForOptimization,markedForConcurrentOptimization,optimizingConcurrently,isExecuting,topmostFrameIsTurboFanned,liteMode,markedForDeoptimization,baseline,topmostFrameIsInterpreted,topmostFrameIsBaseline
3880,15,squash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,16,squash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,17,squash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,18,squash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,19,squash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,0,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_internal_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3835,11,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,12,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3826,13,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,14,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,15,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3895,16,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3824,17,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,18,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,19,bpnn_internal_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3711,0,bpnn_randomize_array,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_randomize_array,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3846,2,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3835,11,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,12,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3826,13,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,14,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3880,15,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3895,16,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3824,17,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,18,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3841,19,bpnn_randomize_array,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3711,0,loadInput,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,loadInput,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,2,loadInput,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3842,3,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3827,4,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3830,5,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3844,6,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3838,7,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3823,8,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3840,9,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,10,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3835,11,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,12,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3826,13,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,14,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3880,15,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3895,16,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3824,17,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,18,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3841,19,loadInput,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3711,0,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_randomize_row,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3835,11,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,12,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3826,13,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,14,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,15,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3895,16,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3824,17,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,18,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,19,bpnn_randomize_row,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3711,0,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_create,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3835,11,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,12,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3826,13,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,14,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,15,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3895,16,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3824,17,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,18,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,19,bpnn_create,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3711,0,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_train_kernel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,10,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3835,11,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,12,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3826,13,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,14,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,15,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3895,16,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3824,17,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,18,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,19,bpnn_train_kernel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3711,0,bpnn_layerforward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_layerforward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3846,2,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3835,11,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,12,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3826,13,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,14,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3880,15,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3895,16,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3824,17,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,18,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3841,19,bpnn_layerforward,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3711,0,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_output_error,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3835,11,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,12,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3826,13,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,14,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,15,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3895,16,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3824,17,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,18,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,19,bpnn_output_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3711,0,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,2,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3842,3,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3827,4,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3830,5,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3844,6,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3838,7,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3823,8,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3840,9,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,10,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3835,11,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,12,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3826,13,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3821,14,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,15,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3895,16,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3824,17,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,18,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,19,bpnn_hidden_error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3711,0,bpnn_adjust_weights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,bpnn_adjust_weights,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3846,2,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3842,3,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3827,4,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3830,5,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3844,6,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3838,7,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3823,8,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3840,9,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,10,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3835,11,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,12,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3826,13,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3821,14,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3880,15,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3895,16,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3824,17,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3834,18,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3841,19,bpnn_adjust_weights,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3711,0,backprop_face,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,9,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3821,10,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3835,11,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3834,12,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3826,13,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3821,14,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3880,15,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3895,16,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3824,17,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3834,18,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3841,19,backprop_face,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3711,0,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3846,2,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3842,3,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3827,4,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3830,5,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,6,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3838,7,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,8,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
