time,iteration,name,isFunction,neverOptimize,alwaysOptimize,maybeDeopted,optimized,maglevved,turboFanned,interpreted,markedForOptimization,markedForConcurrentOptimization,optimizingConcurrently,isExecuting,topmostFrameIsTurboFanned,liteMode,markedForDeoptimization,baseline,topmostFrameIsInterpreted,topmostFrameIsBaseline
91,44,map_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,45,map_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,46,map_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,47,map_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,48,map_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,49,map_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
118,0,reduce_page_rank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,2,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,3,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,4,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,5,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,6,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,7,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,8,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,9,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,10,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,11,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,12,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,13,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,14,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,15,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,16,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,17,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,18,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,19,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,20,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,21,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,22,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,23,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,24,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,25,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,26,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,27,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,28,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
102,29,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,30,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,31,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,32,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,33,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,34,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,35,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,36,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,37,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,38,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,39,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,40,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,41,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,42,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,43,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,44,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,45,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,46,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,47,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,48,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,49,reduce_page_rank,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
118,0,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,2,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,3,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,4,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,5,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,6,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,7,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,8,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,9,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,10,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,11,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,12,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,13,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,14,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,15,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,16,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,17,main,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,18,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,19,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,20,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,21,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,22,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,23,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,24,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,25,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,26,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,27,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,28,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,29,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,30,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,31,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,32,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,33,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,34,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,35,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,36,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,37,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,38,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,39,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,40,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,41,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,42,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
